0.1e6	 2.88000000000000
5e6	 2.76000000000000
10e6	 2.64000000000000
15e6	 2.52000000000000
20e6	 2.40000000000000
25e6	 2.28000000000000
30e6	 2.16000000000000
35e6	 2.04000000000000
40e6	 1.92000000000000
45e6	 1.80000000000000
50e6	 1.68000000000000
55e6	 1.56000000000000
60e6	 1.44000000000000
65e6	 1.32000000000000
70e6	 1.20000000000000
75e6	 1.08000000000000
80e6	 0.960000000000000
85e6	 0.840000000000000
90e6	 0.720000000000000
95e6	 0.600000000000000
100e6	 0.480000000000000
105e6	 0.360000000000000
110e6	 0.240000000000000
115e6	 0.120000000000000
120e6	 0
